"통계분류","항목","단위","1994 년","1995 년","1996 년","2002 년","2004 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2013 년","2015 년","2017 년","2019 년","2021 년",
"학생","어학,컴퓨터","","","","","","","","","","","0","3.9","","","","","",
"학생","문학도서","","","","","","","","","","","0","","","","","","",
"학생","일반소설","","","","","","","","","","","0","","","","","","",
"학생","수기, 전기","","","","","","","","","","","0","","","","","","",
"학생","동화","","","","","","","","","","","0","","","","","","",
"학생","다큐멘터리","","","","","","","","","","","0","","","","","","",
"학생","문학외교양","","","","","","","","","","","0","","","","","","",
"학생","경제, 경영","","","","","","","","","","","0","","","","","","",
"학생","종교","","","","","","","","","","","0","","","","","","",
"학생","과학, 기술","","","","","","","","","","","0","","","","","","",
"학생","예술","","","","","","","","","","","0","","","","","","",
"학생","법, 정치","","","","","","","","","","","0","","","","","","",
"학생","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"학생","요리","","","","","","","","","","","0","","","","","","",
"학생","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"학생","여성, 육아","","","","","","","","","","","0","","","","","","",
"학생","취미","","","","","","","","","","","0","","","","","","",
"학생","연예, 오락","","","","","","","","","","","0","","","","","","",
"학생","여행","","","","","","","","","","","0","","","","","","",
"학생","스포츠","","","","","","","","","","","0","","","","","","",
"학생","컴퓨터","","","","","","","","","","","0","","","","","","",
"학생","만화, 무협지","","","","","","","","","","","0","","","","","","",
"학생","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"학생","만화","","","","","","","","","","","0","","","","","","",
"학생","철학,사상,종교","","","","","","","","","","","0","6","","","","","",
"학생","기 타","","","","","","","","","","","0",".1","","","","","",
"은퇴,무직,기타","사례수","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","계","","","","","","","","","","","0","100","","","","","",
"은퇴,무직,기타","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","수필","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","재테크","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","자기계발서","","","","","","","","","","","0","8.9","","","","","",
"은퇴,무직,기타","취미,오락,여행,건강","","","","","","","","","","","0","17.5","","","","","",
"은퇴,무직,기타","경제,경영","","","","","","","","","","","0","4.5","","","","","",
"은퇴,무직,기타","정치,사회,시사","","","","","","","","","","","0","6.8","","","","","",
"은퇴,무직,기타","어학, 외국어","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","역사, 지리","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","가정,육아,요리","","","","","","","","","","","0","2","","","","","",
"은퇴,무직,기타","시","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","선호분야없음","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","국내소설","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","추리소설","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","외국소설","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","유모어·풍자","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","공상과학소설","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","과학,기술","","","","","","","","","","","0",".5","","","","","",
"은퇴,무직,기타","시,소설,수필","","","","","","","","","","","0","16.5","","","","","",
"은퇴,무직,기타","무협,판타지,추리소설","","","","","","","","","","","0","10.9","","","","","",
"은퇴,무직,기타","예술,문화","","","","","","","","","","","0","5","","","","","",
"은퇴,무직,기타","재테크,부동산","","","","","","","","","","","0","2.3","","","","","",
"은퇴,무직,기타","역사,지리","","","","","","","","","","","0","3.9","","","","","",
"은퇴,무직,기타","어학,컴퓨터","","","","","","","","","","","0","2","","","","","",
"은퇴,무직,기타","문학도서","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","일반소설","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","수기, 전기","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","동화","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","다큐멘터리","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","문학외교양","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","경제, 경영","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","종교","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","과학, 기술","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","예술","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","법, 정치","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","요리","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","여성, 육아","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","취미","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","연예, 오락","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","여행","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","스포츠","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","컴퓨터","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","만화, 무협지","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","만화","","","","","","","","","","","0","","","","","","",
"은퇴,무직,기타","철학,사상,종교","","","","","","","","","","","0","18.2","","","","","",
"은퇴,무직,기타","기 타","","","","","","","","","","","0","1.1","","","","","",
"100만원 미만","사례수","","","","","","","","","","","0","","","","","","",
"100만원 미만","계","","","","","","","","","","","0","100","","","","","",
"100만원 미만","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"100만원 미만","수필","","","","","","","","","","","0","","","","","","",
"100만원 미만","재테크","","","","","","","","","","","0","","","","","","",
"100만원 미만","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"100만원 미만","자기계발서","","","","","","","","","","","0","8.4","","","","","",
"100만원 미만","취미,오락,여행,건강","","","","","","","","","","","0","21.7","","","","","",
"100만원 미만","경제,경영","","","","","","","","","","","0","2.1","","","","","",
"100만원 미만","정치,사회,시사","","","","","","","","","","","0","5.4","","","","","",
"100만원 미만","어학, 외국어","","","","","","","","","","","0","","","","","","",
"100만원 미만","역사, 지리","","","","","","","","","","","0","","","","","","",
"100만원 미만","가정,육아,요리","","","","","","","","","","","0",".9","","","","","",
"100만원 미만","시","","","","","","","","","","","0","","","","","","",
"100만원 미만","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"100만원 미만","선호분야없음","","","","","","","","","","","0","","","","","","",
"100만원 미만","국내소설","","","","","","","","","","","0","","","","","","",
"100만원 미만","추리소설","","","","","","","","","","","0","","","","","","",
"100만원 미만","외국소설","","","","","","","","","","","0","","","","","","",
"100만원 미만","유모어·풍자","","","","","","","","","","","0","","","","","","",
"100만원 미만","공상과학소설","","","","","","","","","","","0","","","","","","",
"100만원 미만","과학,기술","","","","","","","","","","","0","0","","","","","",
"100만원 미만","시,소설,수필","","","","","","","","","","","0","23.9","","","","","",
"100만원 미만","무협,판타지,추리소설","","","","","","","","","","","0","4.8","","","","","",
"100만원 미만","예술,문화","","","","","","","","","","","0","3","","","","","",
"100만원 미만","재테크,부동산","","","","","","","","","","","0","4","","","","","",
"100만원 미만","역사,지리","","","","","","","","","","","0","1.8","","","","","",
"100만원 미만","어학,컴퓨터","","","","","","","","","","","0","0","","","","","",
"100만원 미만","문학도서","","","","","","","","","","","0","","","","","","",
"100만원 미만","일반소설","","","","","","","","","","","0","","","","","","",
"100만원 미만","수기, 전기","","","","","","","","","","","0","","","","","","",
"100만원 미만","동화","","","","","","","","","","","0","","","","","","",
"100만원 미만","다큐멘터리","","","","","","","","","","","0","","","","","","",
"100만원 미만","문학외교양","","","","","","","","","","","0","","","","","","",
"100만원 미만","경제, 경영","","","","","","","","","","","0","","","","","","",
"100만원 미만","종교","","","","","","","","","","","0","","","","","","",
"100만원 미만","과학, 기술","","","","","","","","","","","0","","","","","","",
"100만원 미만","예술","","","","","","","","","","","0","","","","","","",
"100만원 미만","법, 정치","","","","","","","","","","","0","","","","","","",
"100만원 미만","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"100만원 미만","요리","","","","","","","","","","","0","","","","","","",
"100만원 미만","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"100만원 미만","여성, 육아","","","","","","","","","","","0","","","","","","",
"100만원 미만","취미","","","","","","","","","","","0","","","","","","",
"100만원 미만","연예, 오락","","","","","","","","","","","0","","","","","","",
"100만원 미만","여행","","","","","","","","","","","0","","","","","","",
"100만원 미만","스포츠","","","","","","","","","","","0","","","","","","",
"100만원 미만","컴퓨터","","","","","","","","","","","0","","","","","","",
"100만원 미만","만화, 무협지","","","","","","","","","","","0","","","","","","",
"100만원 미만","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"100만원 미만","만화","","","","","","","","","","","0","","","","","","",
"100만원 미만","철학,사상,종교","","","","","","","","","","","0","24.1","","","","","",
"100만원 미만","기 타","","","","","","","","","","","0","0","","","","","",
"100~200만원","사례수","","","","","","","","","","","0","","","","","","",
"100~200만원","계","","","","","","","","","","","0","100","","","","","",
"100~200만원","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"100~200만원","수필","","","","","","","","","","","0","","","","","","",
"100~200만원","재테크","","","","","","","","","","","0","","","","","","",
"100~200만원","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"100~200만원","자기계발서","","","","","","","","","","","0","5.7","","","","","",
"100~200만원","취미,오락,여행,건강","","","","","","","","","","","0","25.1","","","","","",
"100~200만원","경제,경영","","","","","","","","","","","0","4.9","","","","","",
"100~200만원","정치,사회,시사","","","","","","","","","","","0","4.9","","","","","",
"100~200만원","어학, 외국어","","","","","","","","","","","0","","","","","","",
"100~200만원","역사, 지리","","","","","","","","","","","0","","","","","","",
"100~200만원","가정,육아,요리","","","","","","","","","","","0","9.3","","","","","",
"100~200만원","시","","","","","","","","","","","0","","","","","","",
"100~200만원","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"100~200만원","선호분야없음","","","","","","","","","","","0","","","","","","",
"100~200만원","국내소설","","","","","","","","","","","0","","","","","","",
"100~200만원","추리소설","","","","","","","","","","","0","","","","","","",
"100~200만원","외국소설","","","","","","","","","","","0","","","","","","",
"100~200만원","유모어·풍자","","","","","","","","","","","0","","","","","","",
"100~200만원","공상과학소설","","","","","","","","","","","0","","","","","","",
"100~200만원","과학,기술","","","","","","","","","","","0",".6","","","","","",
"100~200만원","시,소설,수필","","","","","","","","","","","0","19.9","","","","","",
"100~200만원","무협,판타지,추리소설","","","","","","","","","","","0","4.9","","","","","",
"100~200만원","예술,문화","","","","","","","","","","","0","7","","","","","",
"100~200만원","재테크,부동산","","","","","","","","","","","0","3.6","","","","","",
"100~200만원","역사,지리","","","","","","","","","","","0","3.4","","","","","",
"100~200만원","어학,컴퓨터","","","","","","","","","","","0",".4","","","","","",
"100~200만원","문학도서","","","","","","","","","","","0","","","","","","",
"100~200만원","일반소설","","","","","","","","","","","0","","","","","","",
"100~200만원","수기, 전기","","","","","","","","","","","0","","","","","","",
"100~200만원","동화","","","","","","","","","","","0","","","","","","",
"100~200만원","다큐멘터리","","","","","","","","","","","0","","","","","","",
"100~200만원","문학외교양","","","","","","","","","","","0","","","","","","",
"100~200만원","경제, 경영","","","","","","","","","","","0","","","","","","",
"100~200만원","종교","","","","","","","","","","","0","","","","","","",
"100~200만원","과학, 기술","","","","","","","","","","","0","","","","","","",
"100~200만원","예술","","","","","","","","","","","0","","","","","","",
"100~200만원","법, 정치","","","","","","","","","","","0","","","","","","",
"100~200만원","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"100~200만원","요리","","","","","","","","","","","0","","","","","","",
"100~200만원","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"100~200만원","여성, 육아","","","","","","","","","","","0","","","","","","",
"100~200만원","취미","","","","","","","","","","","0","","","","","","",
"100~200만원","연예, 오락","","","","","","","","","","","0","","","","","","",
"100~200만원","여행","","","","","","","","","","","0","","","","","","",
"100~200만원","스포츠","","","","","","","","","","","0","","","","","","",
"100~200만원","컴퓨터","","","","","","","","","","","0","","","","","","",
"100~200만원","만화, 무협지","","","","","","","","","","","0","","","","","","",
"100~200만원","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"100~200만원","만화","","","","","","","","","","","0","","","","","","",
"100~200만원","철학,사상,종교","","","","","","","","","","","0","10","","","","","",
"100~200만원","기 타","","","","","","","","","","","0",".3","","","","","",
"200~300만원","사례수","","","","","","","","","","","0","","","","","","",
"200~300만원","계","","","","","","","","","","","0","100","","","","","",
"200~300만원","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"200~300만원","수필","","","","","","","","","","","0","","","","","","",
"200~300만원","재테크","","","","","","","","","","","0","","","","","","",
"200~300만원","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"200~300만원","자기계발서","","","","","","","","","","","0","7.1","","","","","",
"200~300만원","취미,오락,여행,건강","","","","","","","","","","","0","19.7","","","","","",
"200~300만원","경제,경영","","","","","","","","","","","0","5.4","","","","","",
"200~300만원","정치,사회,시사","","","","","","","","","","","0","4.9","","","","","",
"200~300만원","어학, 외국어","","","","","","","","","","","0","","","","","","",
"200~300만원","역사, 지리","","","","","","","","","","","0","","","","","","",
"200~300만원","가정,육아,요리","","","","","","","","","","","0","6.7","","","","","",
"200~300만원","시","","","","","","","","","","","0","","","","","","",
"200~300만원","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"200~300만원","선호분야없음","","","","","","","","","","","0","","","","","","",
"200~300만원","국내소설","","","","","","","","","","","0","","","","","","",
"200~300만원","추리소설","","","","","","","","","","","0","","","","","","",
"200~300만원","외국소설","","","","","","","","","","","0","","","","","","",
"200~300만원","유모어·풍자","","","","","","","","","","","0","","","","","","",
"200~300만원","공상과학소설","","","","","","","","","","","0","","","","","","",
"200~300만원","과학,기술","","","","","","","","","","","0","1.1","","","","","",
"200~300만원","시,소설,수필","","","","","","","","","","","0","26.4","","","","","",
"200~300만원","무협,판타지,추리소설","","","","","","","","","","","0","6.5","","","","","",
"200~300만원","예술,문화","","","","","","","","","","","0","3.7","","","","","",
"200~300만원","재테크,부동산","","","","","","","","","","","0","4.6","","","","","",
"200~300만원","역사,지리","","","","","","","","","","","0","2.2","","","","","",
"200~300만원","어학,컴퓨터","","","","","","","","","","","0","1.5","","","","","",
"200~300만원","문학도서","","","","","","","","","","","0","","","","","","",
"200~300만원","일반소설","","","","","","","","","","","0","","","","","","",
"200~300만원","수기, 전기","","","","","","","","","","","0","","","","","","",
"200~300만원","동화","","","","","","","","","","","0","","","","","","",
"200~300만원","다큐멘터리","","","","","","","","","","","0","","","","","","",
"200~300만원","문학외교양","","","","","","","","","","","0","","","","","","",
"200~300만원","경제, 경영","","","","","","","","","","","0","","","","","","",
"200~300만원","종교","","","","","","","","","","","0","","","","","","",
"200~300만원","과학, 기술","","","","","","","","","","","0","","","","","","",
"200~300만원","예술","","","","","","","","","","","0","","","","","","",
"200~300만원","법, 정치","","","","","","","","","","","0","","","","","","",
"200~300만원","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"200~300만원","요리","","","","","","","","","","","0","","","","","","",
"200~300만원","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"200~300만원","여성, 육아","","","","","","","","","","","0","","","","","","",
"200~300만원","취미","","","","","","","","","","","0","","","","","","",
"200~300만원","연예, 오락","","","","","","","","","","","0","","","","","","",
"200~300만원","여행","","","","","","","","","","","0","","","","","","",
"200~300만원","스포츠","","","","","","","","","","","0","","","","","","",
"200~300만원","컴퓨터","","","","","","","","","","","0","","","","","","",
"200~300만원","만화, 무협지","","","","","","","","","","","0","","","","","","",
"200~300만원","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"200~300만원","만화","","","","","","","","","","","0","","","","","","",
"200~300만원","철학,사상,종교","","","","","","","","","","","0","9.7","","","","","",
"200~300만원","기 타","","","","","","","","","","","0",".4","","","","","",
"300~400만원","사례수","","","","","","","","","","","0","","","","","","",
"300~400만원","계","","","","","","","","","","","0","100","","","","","",
"300~400만원","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"300~400만원","수필","","","","","","","","","","","0","","","","","","",
"300~400만원","재테크","","","","","","","","","","","0","","","","","","",
"300~400만원","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"300~400만원","자기계발서","","","","","","","","","","","0","8.2","","","","","",
"300~400만원","취미,오락,여행,건강","","","","","","","","","","","0","17.3","","","","","",
"300~400만원","경제,경영","","","","","","","","","","","0","6.8","","","","","",
"300~400만원","정치,사회,시사","","","","","","","","","","","0","5.9","","","","","",
"300~400만원","어학, 외국어","","","","","","","","","","","0","","","","","","",
"300~400만원","역사, 지리","","","","","","","","","","","0","","","","","","",
"300~400만원","가정,육아,요리","","","","","","","","","","","0","5.9","","","","","",
"300~400만원","시","","","","","","","","","","","0","","","","","","",
"300~400만원","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"300~400만원","선호분야없음","","","","","","","","","","","0","","","","","","",
"300~400만원","국내소설","","","","","","","","","","","0","","","","","","",
"300~400만원","추리소설","","","","","","","","","","","0","","","","","","",
"300~400만원","외국소설","","","","","","","","","","","0","","","","","","",
"300~400만원","유모어·풍자","","","","","","","","","","","0","","","","","","",
"300~400만원","공상과학소설","","","","","","","","","","","0","","","","","","",
"300~400만원","과학,기술","","","","","","","","","","","0",".8","","","","","",
"300~400만원","시,소설,수필","","","","","","","","","","","0","27.1","","","","","",
"300~400만원","무협,판타지,추리소설","","","","","","","","","","","0","9.8","","","","","",
"300~400만원","예술,문화","","","","","","","","","","","0","2.7","","","","","",
"300~400만원","재테크,부동산","","","","","","","","","","","0","3.5","","","","","",
"300~400만원","역사,지리","","","","","","","","","","","0","1.9","","","","","",
"300~400만원","어학,컴퓨터","","","","","","","","","","","0","2","","","","","",
"300~400만원","문학도서","","","","","","","","","","","0","","","","","","",
"300~400만원","일반소설","","","","","","","","","","","0","","","","","","",
"300~400만원","수기, 전기","","","","","","","","","","","0","","","","","","",
"300~400만원","동화","","","","","","","","","","","0","","","","","","",
"300~400만원","다큐멘터리","","","","","","","","","","","0","","","","","","",
"300~400만원","문학외교양","","","","","","","","","","","0","","","","","","",
"300~400만원","경제, 경영","","","","","","","","","","","0","","","","","","",
"300~400만원","종교","","","","","","","","","","","0","","","","","","",
"300~400만원","과학, 기술","","","","","","","","","","","0","","","","","","",
"300~400만원","예술","","","","","","","","","","","0","","","","","","",
"300~400만원","법, 정치","","","","","","","","","","","0","","","","","","",
"300~400만원","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"300~400만원","요리","","","","","","","","","","","0","","","","","","",
"300~400만원","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"300~400만원","여성, 육아","","","","","","","","","","","0","","","","","","",
"300~400만원","취미","","","","","","","","","","","0","","","","","","",
"300~400만원","연예, 오락","","","","","","","","","","","0","","","","","","",
"300~400만원","여행","","","","","","","","","","","0","","","","","","",
"300~400만원","스포츠","","","","","","","","","","","0","","","","","","",
"300~400만원","컴퓨터","","","","","","","","","","","0","","","","","","",
"300~400만원","만화, 무협지","","","","","","","","","","","0","","","","","","",
"300~400만원","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"300~400만원","만화","","","","","","","","","","","0","","","","","","",
"300~400만원","철학,사상,종교","","","","","","","","","","","0","8.1","","","","","",
"300~400만원","기 타","","","","","","","","","","","0",".1","","","","","",
"400만원 이상","사례수","","","","","","","","","","","0","","","","","","",
"400만원 이상","계","","","","","","","","","","","0","100","","","","","",
"400만원 이상","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"400만원 이상","수필","","","","","","","","","","","0","","","","","","",
"400만원 이상","재테크","","","","","","","","","","","0","","","","","","",
"400만원 이상","철학, 사상, 종교","","","","","","","","","","","0","","","","","","",
"400만원 이상","자기계발서","","","","","","","","","","","0","7.4","","","","","",
"400만원 이상","취미,오락,여행,건강","","","","","","","","","","","0","18.4","","","","","",
"400만원 이상","경제,경영","","","","","","","","","","","0","5.1","","","","","",
"400만원 이상","정치,사회,시사","","","","","","","","","","","0","7","","","","","",
"400만원 이상","어학, 외국어","","","","","","","","","","","0","","","","","","",
"400만원 이상","역사, 지리","","","","","","","","","","","0","","","","","","",
"400만원 이상","가정,육아,요리","","","","","","","","","","","0","4.4","","","","","",
"400만원 이상","시","","","","","","","","","","","0","","","","","","",
"400만원 이상","책을 전혀 읽지 않는다","","","","","","","","","","","0","","","","","","",
"400만원 이상","선호분야없음","","","","","","","","","","","0","","","","","","",
"400만원 이상","국내소설","","","","","","","","","","","0","","","","","","",
"400만원 이상","추리소설","","","","","","","","","","","0","","","","","","",
"400만원 이상","외국소설","","","","","","","","","","","0","","","","","","",
"400만원 이상","유모어·풍자","","","","","","","","","","","0","","","","","","",
"400만원 이상","공상과학소설","","","","","","","","","","","0","","","","","","",
"400만원 이상","과학,기술","","","","","","","","","","","0",".8","","","","","",
"400만원 이상","시,소설,수필","","","","","","","","","","","0","26.8","","","","","",
"400만원 이상","무협,판타지,추리소설","","","","","","","","","","","0","10.7","","","","","",
"400만원 이상","예술,문화","","","","","","","","","","","0","3.9","","","","","",
"400만원 이상","재테크,부동산","","","","","","","","","","","0","3.6","","","","","",
"400만원 이상","역사,지리","","","","","","","","","","","0","3.6","","","","","",
"400만원 이상","어학,컴퓨터","","","","","","","","","","","0","1.2","","","","","",
"400만원 이상","문학도서","","","","","","","","","","","0","","","","","","",
"400만원 이상","일반소설","","","","","","","","","","","0","","","","","","",
"400만원 이상","수기, 전기","","","","","","","","","","","0","","","","","","",
"400만원 이상","동화","","","","","","","","","","","0","","","","","","",
"400만원 이상","다큐멘터리","","","","","","","","","","","0","","","","","","",
"400만원 이상","문학외교양","","","","","","","","","","","0","","","","","","",
"400만원 이상","경제, 경영","","","","","","","","","","","0","","","","","","",
"400만원 이상","종교","","","","","","","","","","","0","","","","","","",
"400만원 이상","과학, 기술","","","","","","","","","","","0","","","","","","",
"400만원 이상","예술","","","","","","","","","","","0","","","","","","",
"400만원 이상","법, 정치","","","","","","","","","","","0","","","","","","",
"400만원 이상","실용, 취미도서류","","","","","","","","","","","0","","","","","","",
"400만원 이상","요리","","","","","","","","","","","0","","","","","","",
"400만원 이상","건강, 다이어트","","","","","","","","","","","0","","","","","","",
"400만원 이상","여성, 육아","","","","","","","","","","","0","","","","","","",
"400만원 이상","취미","","","","","","","","","","","0","","","","","","",
"400만원 이상","연예, 오락","","","","","","","","","","","0","","","","","","",
"400만원 이상","여행","","","","","","","","","","","0","","","","","","",
"400만원 이상","스포츠","","","","","","","","","","","0","","","","","","",
"400만원 이상","컴퓨터","","","","","","","","","","","0","","","","","","",
"400만원 이상","만화, 무협지","","","","","","","","","","","0","","","","","","",
"400만원 이상","무협지, 판타지소설","","","","","","","","","","","0","","","","","","",
"400만원 이상","만화","","","","","","","","","","","0","","","","","","",
"400만원 이상","철학,사상,종교","","","","","","","","","","","0","7","","","","","",
"400만원 이상","기 타","","","","","","","","","","","0","0","","","","","",
